File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF074CYV	bam	alignments	ENCSR358ELZ	ChIP-seq	Homo sapiens	EP300-human	714979403	GRCh38
ENCFF362TFV	bam	alignments	ENCSR011NOZ	ChIP-seq	Homo sapiens	ZNF407-human	3642804582	GRCh38
ENCFF848LSM	bam	alignments	ENCSR673OGC	ChIP-seq	Homo sapiens	BCL3-human	657962344	GRCh38
ENCFF601IPW	bam	alignments	ENCSR841ASB	ChIP-seq	Homo sapiens	EP300-human	510826613	GRCh38
ENCFF352RDB	bam	alignments	ENCSR701TCU	ChIP-seq	Homo sapiens	CEBPB-human	671459389	GRCh38
ENCFF735BIN	bam	alignments	ENCSR186IQL	ChIP-seq	Homo sapiens	BCL3-human	590664836	GRCh38
ENCFF396GSL	bam	alignments	ENCSR459FTB	ChIP-seq	Homo sapiens	UBTF-human	522450414	GRCh38
ENCFF047IWR	bam	alignments	ENCSR647ZXA	ChIP-seq	Homo sapiens	MEF2D-human	3050785616	GRCh38
ENCFF379WXQ	bam	alignments	ENCSR569ARC	ChIP-seq	Homo sapiens	NFYC-human	1964365443	GRCh38
ENCFF527RBK	bam	alignments	ENCSR429JTR	ChIP-seq	Homo sapiens	EP300-human	2447866623	GRCh38
ENCFF772UWJ	bam	alignments	ENCSR598TIR	ChIP-seq	Homo sapiens	ZNF507-human	7648925729	GRCh38
ENCFF236OFH	bam	alignments	ENCSR009KLQ	ChIP-seq	Homo sapiens	KLF16-human	1785791743	GRCh38
ENCFF834YLT	bam	alignments	ENCSR847LBF	ChIP-seq	Homo sapiens	FOXJ2-human	891319891	GRCh38
ENCFF150FTW	bam	alignments	ENCSR780ESQ	ChIP-seq	Homo sapiens	KLF14-human	4060870584	GRCh38
ENCFF328JGI	bam	alignments	ENCSR078POK	ChIP-seq	Homo sapiens	HES2-human	567772612	GRCh38
ENCFF205VDU	bam	alignments	ENCSR099NCH	ChIP-seq	Homo sapiens	ZNF24-human	2836789006	GRCh38
ENCFF421WVV	bam	alignments	ENCSR563GCV	ChIP-seq	Homo sapiens	FOSL2-human	651336713	GRCh38
ENCFF735TSS	bam	alignments	ENCSR000DOE	ChIP-seq	Homo sapiens	GTF2B-human	157763907	GRCh38
ENCFF513QRO	bam	alignments	ENCSR586DEH	ChIP-seq	Homo sapiens	ZFP1-human	1230948598	GRCh38
ENCFF090KCF	bam	alignments	ENCSR000BQI	ChIP-seq	Homo sapiens	CEBPB-human	485444606	GRCh38
ENCFF028QZW	bam	alignments	ENCSR938ETG	ChIP-seq	Homo sapiens	KLF9-human	1153609262	GRCh38
ENCFF318TPO	bam	alignments	ENCSR559IOZ	ChIP-seq	Homo sapiens	ZXDB-human	5442478333	GRCh38
ENCFF097RWA	bam	alignments	ENCSR391JII	ChIP-seq	Homo sapiens	RCOR1-human	2742967428	GRCh38
ENCFF803ZFE	bam	alignments	ENCSR066TET	ChIP-seq	Homo sapiens	RFX1-human	5278565887	GRCh38
ENCFF578UPT	bam	alignments	ENCSR955BIB	ChIP-seq	Homo sapiens	CTCF-human	4034724652	GRCh38
ENCFF414EUV	bam	alignments	ENCSR721AHD	ChIP-seq	Homo sapiens	CTCF-human	3542134488	GRCh38
ENCFF962EFL	bam	alignments	ENCSR277BXW	ChIP-seq	Homo sapiens	ZBTB7B-human	4807030027	GRCh38
ENCFF366BFI	bam	alignments	ENCSR145YCX	ChIP-seq	Homo sapiens	EP300-human	672253509	GRCh38
ENCFF940MCJ	bam	alignments	ENCSR925QAW	ChIP-seq	Homo sapiens	HMG20B-human	1707087835	GRCh38
ENCFF126WTF	bam	alignments	ENCSR808FFI	ChIP-seq	Homo sapiens	ZKSCAN8-human	1455876485	GRCh38
ENCFF103BEQ	bam	alignments	ENCSR704IGU	ChIP-seq	Homo sapiens	ZGPAT-human	1641550297	GRCh38
ENCFF995WLR	bam	alignments	ENCSR904OTM	ChIP-seq	Homo sapiens	BCL3-human	654651906	GRCh38
ENCFF467EPK	bam	alignments	ENCSR925GDS	ChIP-seq	Homo sapiens	CTCF-human	4887815357	GRCh38
ENCFF696OXV	bam	alignments	ENCSR138RCE	ChIP-seq	Homo sapiens	ZNF132-human	5721592131	GRCh38
ENCFF361TNY	bam	alignments	ENCSR000DUH	ChIP-seq	Homo sapiens	CTCF-human	422277702	GRCh38
ENCFF360GUG	bam	alignments	ENCSR789GVU	ChIP-seq	Homo sapiens	BHLHE40-human	4751154044	GRCh38
ENCFF756QEQ	bam	alignments	ENCSR544GUO	ChIP-seq	Homo sapiens	BCL3-human	719166684	GRCh38
ENCFF821PBE	bam	alignments	ENCSR215UXN	ChIP-seq	Homo sapiens	BCL3-human	636209454	GRCh38
ENCFF550JLY	bam	alignments	ENCSR493APD	ChIP-seq	Homo sapiens	CTCF-human	3285510660	GRCh38
ENCFF037WYA	bam	alignments	ENCSR701AQS	ChIP-seq	Homo sapiens	ZNF592-human	3651354002	GRCh38
ENCFF347MNU	bam	alignments	ENCSR606ZTC	ChIP-seq	Homo sapiens	CEBPB-human	690388302	GRCh38
ENCFF886NRG	bam	alignments	ENCSR550ZZK	ChIP-seq	Homo sapiens	ZNF493-human	4474269761	GRCh38
ENCFF004JMG	bam	alignments	ENCSR584GHV	ChIP-seq	Homo sapiens	NFE2L2-human	810579234	GRCh38
ENCFF428TXD	bam	alignments	ENCSR909HMT	ChIP-seq	Homo sapiens	ZEB1-human	4528270720	GRCh38
ENCFF390IDA	bam	alignments	ENCSR949NVY	ChIP-seq	Homo sapiens	ZNF639-human	3149534164	GRCh38
ENCFF761FZT	bam	alignments	ENCSR000DQN	ChIP-seq	Homo sapiens	CTCF-human	370854231	GRCh38
ENCFF265ULV	bam	alignments	ENCSR775UFR	ChIP-seq	Homo sapiens	FOSL2-human	634810868	GRCh38
ENCFF172VKG	bam	alignments	ENCSR812FNU	ChIP-seq	Homo sapiens	CTCF-human	3054260712	GRCh38
ENCFF991WOD	bam	alignments	ENCSR506KWJ	ChIP-seq	Homo sapiens	XRCC5-human	700345010	GRCh38
ENCFF377YXP	bam	alignments	ENCSR000DZI	ChIP-seq	Homo sapiens	MXI1-human	546985881	GRCh38
ENCFF544AYT	bam	alignments	ENCSR979IOT	ChIP-seq	Homo sapiens	HES2-human	692031919	GRCh38
ENCFF551FQW	bam	alignments	ENCSR000BNH	ChIP-seq	Homo sapiens	CTCF-human	547282482	GRCh38
ENCFF508RFI	bam	alignments	ENCSR000DMS	ChIP-seq	Homo sapiens	CTCF-human	1352548348	GRCh38
ENCFF517SGK	bam	alignments	ENCSR260WCE	ChIP-seq	Homo sapiens	EP300-human	865148271	GRCh38
ENCFF047TEL	bam	alignments	ENCSR502GAX	ChIP-seq	Homo sapiens	ZNF652-human	1095449706	GRCh38
ENCFF647MYR	bam	alignments	ENCSR563FBT	ChIP-seq	Homo sapiens	USF2-human	5435791613	GRCh38
ENCFF737VAT	bam	alignments	ENCSR000BGI	ChIP-seq	Homo sapiens	USF1-human	255029592	GRCh38
ENCFF263CFP	bam	alignments	ENCSR474DCX	ChIP-seq	Homo sapiens	CEBPB-human	606949564	GRCh38
ENCFF818IAY	bam	alignments	ENCSR859RAO	ChIP-seq	Homo sapiens	YY1-human	6772740203	GRCh38
ENCFF703HTN	bam	alignments	ENCSR000BHF	ChIP-seq	Homo sapiens	NR3C1-human	613343067	GRCh38
ENCFF122DAA	bam	alignments	ENCSR853DWE	ChIP-seq	Homo sapiens	CEBPB-human	607353118	GRCh38
ENCFF377HEH	bam	alignments	ENCSR614HHL	ChIP-seq	Homo sapiens	CTCF-human	1768558575	GRCh38
ENCFF558CXK	bam	alignments	ENCSR330IJE	ChIP-seq	Homo sapiens	FOSL2-human	474271221	GRCh38
ENCFF535MRQ	bam	alignments	ENCSR000DTI	ChIP-seq	Homo sapiens	CTCF-human	495850682	GRCh38
ENCFF127DUL	bam	alignments	ENCSR482BBZ	ChIP-seq	Homo sapiens	GLIS1-human	4084005060	GRCh38
ENCFF232BJL	bam	alignments	ENCSR494TNM	ChIP-seq	Homo sapiens	CTCF-human	3823253807	GRCh38
ENCFF831DYI	bam	alignments	ENCSR817HTJ	ChIP-seq	Homo sapiens	CTCF-human	3300173137	GRCh38
ENCFF233TEI	bam	alignments	ENCSR859BMR	ChIP-seq	Homo sapiens	KLF1-human	4759127939	GRCh38
ENCFF327HGF	bam	alignments	ENCSR184SVO	ChIP-seq	Homo sapiens	ZBTB26-human	1253372090	GRCh38
ENCFF871KNP	bam	alignments	ENCSR041AXL	ChIP-seq	Homo sapiens	RFX1-human	3377392964	GRCh38
ENCFF819ZGP	bam	alignments	ENCSR589SNT	ChIP-seq	Homo sapiens	TFE3-human	1433748294	GRCh38
ENCFF159MOK	bam	alignments	ENCSR126YEB	ChIP-seq	Homo sapiens	FOXA1-human	2926761962	GRCh38
ENCFF342NOF	bam	alignments	ENCSR768HOH	ChIP-seq	Homo sapiens	ZNF324-human	4586094941	GRCh38
ENCFF924KUA	bam	alignments	ENCSR000BJD	ChIP-seq	Homo sapiens	RXRA-human	312666675	GRCh38
ENCFF807TIN	bam	alignments	ENCSR000EDQ	ChIP-seq	Homo sapiens	RCOR1-human	877151848	GRCh38
ENCFF195HUS	bam	alignments	ENCSR000BJL	ChIP-seq	Homo sapiens	REST-human	456227150	GRCh38
ENCFF657TZQ	bam	alignments	ENCSR695EQB	ChIP-seq	Homo sapiens	ZNF24-human	5193671450	GRCh38
ENCFF070WEO	bam	alignments	ENCSR000BJK	ChIP-seq	Homo sapiens	GABPA-human	345537846	GRCh38
ENCFF663MFK	bam	alignments	ENCSR000BQE	ChIP-seq	Homo sapiens	CTCF-human	528175062	GRCh38
ENCFF063VLB	bam	alignments	ENCSR213VUI	ChIP-seq	Homo sapiens	TRIM25-human	5071694061	GRCh38
ENCFF755GJA	bam	alignments	ENCSR000BJC	ChIP-seq	Homo sapiens	NR3C1-human	424117995	GRCh38
ENCFF953OAD	bam	alignments	ENCSR957KYB	ChIP-seq	Homo sapiens	BHLHE40-human	742065457	GRCh38
ENCFF059NNP	bam	alignments	ENCSR051OUX	ChIP-seq	Homo sapiens	NFATC3-human	3781275125	GRCh38
ENCFF258DFY	bam	alignments	ENCSR613NUC	ChIP-seq	Homo sapiens	ARNT-human	4239575023	GRCh38
ENCFF862DYV	bam	alignments	ENCSR605YWG	ChIP-seq	Homo sapiens	TBX3-human	4701891822	GRCh38
ENCFF228ZGU	bam	alignments	ENCSR238QRG	ChIP-seq	Homo sapiens	TBX3-human	5038148705	GRCh38
ENCFF683DUA	bam	alignments	ENCSR988LZG	ChIP-seq	Homo sapiens	ARID4B-human	1253134608	GRCh38
ENCFF572EKC	bam	alignments	ENCSR000DLR	ChIP-seq	Homo sapiens	MYC-human	214858394	GRCh38
ENCFF627OTJ	bam	alignments	ENCSR619OUC	ChIP-seq	Homo sapiens	ZBTB6-human	4794608754	GRCh38
ENCFF691TZW	bam	alignments	ENCSR381VYR	ChIP-seq	Homo sapiens	ZFP69B-human	3862231155	GRCh38
ENCFF764EWY	bam	alignments	ENCSR872BOU	ChIP-seq	Homo sapiens	FOXK2-human	5423703397	GRCh38
ENCFF804HGF	bam	alignments	ENCSR752AQK	ChIP-seq	Homo sapiens	CEBPB-human	698382233	GRCh38
ENCFF045YYY	bam	alignments	ENCSR000EUJ	ChIP-seq	Homo sapiens	IKZF1-human	610822083	GRCh38
ENCFF425DTQ	bam	alignments	ENCSR961WLZ	ChIP-seq	Homo sapiens	SOX5-human	1285257952	GRCh38
ENCFF385POH	bam	alignments	ENCSR356YXW	ChIP-seq	Homo sapiens	HES2-human	628528360	GRCh38
ENCFF532VUH	bam	alignments	ENCSR851SOK	ChIP-seq	Homo sapiens	CTCF-human	750445044	GRCh38
ENCFF667WHX	bam	alignments	ENCSR494PWZ	ChIP-seq	Homo sapiens	ZC3H8-human	4543293031	GRCh38
ENCFF730QBB	bam	alignments	ENCSR909TSW	ChIP-seq	Homo sapiens	ZNF547-human	3818421174	GRCh38
ENCFF715AMR	bam	alignments	ENCSR107RHZ	ChIP-seq	Homo sapiens	YBX1-human	4418469896	GRCh38
ENCFF949CYQ	bam	alignments	ENCSR736ZKL	ChIP-seq	Homo sapiens	ZNF148-human	4205778981	GRCh38
ENCFF771COC	bam	alignments	ENCSR000BJH	ChIP-seq	Homo sapiens	PAX5-human	251330489	GRCh38
ENCFF807YIG	bam	alignments	ENCSR919OXR	ChIP-seq	Homo sapiens	NR3C1-human	617380250	GRCh38
ENCFF090GRO	bam	alignments	ENCSR000DLO	ChIP-seq	Homo sapiens	CTCF-human	438003933	GRCh38
ENCFF368XSU	bam	alignments	ENCSR660RYY	ChIP-seq	Homo sapiens	NR3C1-human	674274118	GRCh38
ENCFF871QFB	bam	alignments	ENCSR170DNV	ChIP-seq	Homo sapiens	PHB2-human	5274261016	GRCh38
ENCFF888BBP	bam	alignments	ENCSR287FWE	ChIP-seq	Homo sapiens	NR3C1-human	595259000	GRCh38
ENCFF580GYQ	bam	alignments	ENCSR590CNM	ChIP-seq	Homo sapiens	GATA4-human	981640803	GRCh38
ENCFF379YIZ	bam	alignments	ENCSR987GXT	ChIP-seq	Homo sapiens	CTCF-human	2781443267	GRCh38
ENCFF103HTZ	bam	alignments	ENCSR674SCQ	ChIP-seq	Homo sapiens	ZNF354B-human	7571766071	GRCh38
ENCFF719XQY	bam	alignments	ENCSR076YPO	ChIP-seq	Homo sapiens	RNF2-human	1164666225	GRCh38
ENCFF422DDL	bam	alignments	ENCSR991RJM	ChIP-seq	Homo sapiens	JUN-human	691654049	GRCh38
ENCFF367WEI	bam	alignments	ENCSR000DYC	ChIP-seq	Homo sapiens	MYC-human	759475824	GRCh38
ENCFF564KCD	bam	alignments	ENCSR837EYC	ChIP-seq	Homo sapiens	NRF1-human	754403095	GRCh38
ENCFF329MCT	bam	alignments	ENCSR786OQY	ChIP-seq	Homo sapiens	ZBTB5-human	4033853337	GRCh38
ENCFF195MMC	bam	alignments	ENCSR117CHD	ChIP-seq	Homo sapiens	HOMEZ-human	991843793	GRCh38
ENCFF758ZNV	bam	alignments	ENCSR000DWY	ChIP-seq	Homo sapiens	CTCF-human	858049854	GRCh38
ENCFF749RRI	bam	alignments	ENCSR000EZT	ChIP-seq	Homo sapiens	JUN-human	261318556	GRCh38
ENCFF953PTA	bam	alignments	ENCSR000BNS	ChIP-seq	Homo sapiens	FOSL1-human	313575489	GRCh38
ENCFF844PQH	bam	alignments	ENCSR000AVA	ChIP-seq	Homo sapiens	CHD7-human	826833650	GRCh38
ENCFF991RVH	bam	alignments	ENCSR000EFQ	ChIP-seq	Homo sapiens	ZMIZ1-human	663750011	GRCh38
ENCFF356NSD	bam	alignments	ENCSR249JOH	ChIP-seq	Homo sapiens	CTCF-human	685375769	GRCh38
ENCFF988NFK	bam	alignments	ENCSR000BMI	ChIP-seq	Homo sapiens	SRF-human	370145429	GRCh38
ENCFF344DOB	bam	alignments	ENCSR217QCK	ChIP-seq	Homo sapiens	ZNF697-human	2701515041	GRCh38
ENCFF196XHX	bam	alignments	ENCSR044FMM	ChIP-seq	Homo sapiens	SALL2-human	4643570241	GRCh38
ENCFF230AXK	bam	alignments	ENCSR000EGO	ChIP-seq	Homo sapiens	RFX5-human	673074017	GRCh38
ENCFF009UWA	bam	alignments	ENCSR143CEO	ChIP-seq	Homo sapiens	ZC3H8-human	3557383876	GRCh38
ENCFF450IPE	bam	alignments	ENCSR616OSG	ChIP-seq	Homo sapiens	KLF11-human	1746260993	GRCh38
ENCFF269VOK	bam	alignments	ENCSR000DYU	ChIP-seq	Homo sapiens	SREBF1-human	810273913	GRCh38
ENCFF382DBE	bam	alignments	ENCSR948QLZ	ChIP-seq	Homo sapiens	CBX1-human	1223177321	GRCh38
ENCFF033VMH	bam	alignments	ENCSR988ZSI	ChIP-seq	Homo sapiens	RERE-human	1116396701	GRCh38
ENCFF823KOR	bam	alignments	ENCSR382GSF	ChIP-seq	Homo sapiens	INSM2-human	4654674505	GRCh38
ENCFF238MUN	bam	alignments	ENCSR616WEG	ChIP-seq	Homo sapiens	HBP1-human	668966183	GRCh38
ENCFF050NAU	bam	alignments	ENCSR000DRE	ChIP-seq	Homo sapiens	CTCF-human	300559579	GRCh38
ENCFF060HQQ	bam	alignments	ENCSR578CXC	ChIP-seq	Homo sapiens	ZNF644-human	1025033935	GRCh38
ENCFF488UTP	bam	alignments	ENCSR000BNQ	ChIP-seq	Homo sapiens	BCL3-human	294183826	GRCh38
ENCFF257JTU	bam	alignments	ENCSR253OON	ChIP-seq	Homo sapiens	ATF1-human	950574006	GRCh38
ENCFF393ZAK	bam	alignments	ENCSR000BNN	ChIP-seq	Homo sapiens	THAP1-human	406772395	GRCh38
ENCFF444CNM	bam	alignments	ENCSR000BNJ	ChIP-seq	Homo sapiens	HNF4G-human	656567955	GRCh38
ENCFF011XRF	bam	alignments	ENCSR588AKU	ChIP-seq	Homo sapiens	RUNX1-human	975007019	GRCh38
ENCFF567GMS	bam	alignments	ENCSR000BMH	ChIP-seq	Homo sapiens	YY1-human	314274999	GRCh38
ENCFF242CZF	bam	alignments	ENCSR000DOT	ChIP-seq	Homo sapiens	FOS-human	400521988	GRCh38
ENCFF295FAD	bam	alignments	ENCSR412ZDC	ChIP-seq	Homo sapiens	AHR-human	1112963946	GRCh38
ENCFF083FZS	bam	alignments	ENCSR713IFY	ChIP-seq	Homo sapiens	ZNF146-human	1111733083	GRCh38
ENCFF623MQU	bam	alignments	ENCSR926KTP	ChIP-seq	Homo sapiens	IRF9-human	4144294443	GRCh38
ENCFF173MEF	bam	alignments	ENCSR000EHJ	ChIP-seq	Homo sapiens	STAT1-human	234952826	GRCh38
ENCFF724BYL	bam	alignments	ENCSR195QFV	ChIP-seq	Homo sapiens	ZNF3-human	1071765121	GRCh38
ENCFF437EOE	bam	alignments	ENCSR414CQB	ChIP-seq	Homo sapiens	CTCF-human	791394415	GRCh38
ENCFF686ZIH	bam	alignments	ENCSR385AHH	ChIP-seq	Homo sapiens	ZNF24-human	5782004581	GRCh38
ENCFF586KRI	bam	alignments	ENCSR314BBS	ChIP-seq	Homo sapiens	PTTG1-human	3237648557	GRCh38
ENCFF946SJM	bam	alignments	ENCSR000BPX	ChIP-seq	Homo sapiens	FOXA1-human	523936487	GRCh38
ENCFF319SAQ	bam	alignments	ENCSR375VXU	ChIP-seq	Homo sapiens	CTCF-human	3501238128	GRCh38
ENCFF353XMB	bam	alignments	ENCSR675LRO	ChIP-seq	Homo sapiens	MLLT1-human	4429112291	GRCh38
ENCFF789LIM	bam	alignments	ENCSR125NBL	ChIP-seq	Homo sapiens	CTCF-human	1987983126	GRCh38
ENCFF777VSR	bam	alignments	ENCSR331ORD	ChIP-seq	Homo sapiens	CREB1-human	1124336501	GRCh38
ENCFF503UVW	bam	alignments	ENCSR222SQE	ChIP-seq	Homo sapiens	CTCF-human	7718144496	GRCh38
ENCFF866SWX	bam	alignments	ENCSR090RGB	ChIP-seq	Homo sapiens	JUN-human	721012901	GRCh38
ENCFF496WKU	bam	alignments	ENCSR791AYW	ChIP-seq	Homo sapiens	CTCF-human	2578766875	GRCh38
ENCFF998ZIK	bam	alignments	ENCSR000BKK	ChIP-seq	Homo sapiens	EP300-human	390861131	GRCh38
ENCFF701RBP	bam	alignments	ENCSR000BOT	ChIP-seq	Homo sapiens	REST-human	796098153	GRCh38
ENCFF176VRR	bam	alignments	ENCSR231ENE	ChIP-seq	Homo sapiens	ARID3A-human	5887075918	GRCh38
ENCFF547XPS	bam	alignments	ENCSR767XSF	ChIP-seq	Homo sapiens	ZNF555-human	3919869211	GRCh38
ENCFF448SJG	bam	alignments	ENCSR619GFP	ChIP-seq	Homo sapiens	HINFP-human	3341270470	GRCh38
ENCFF440NGA	bam	alignments	ENCSR000ALV	ChIP-seq	Homo sapiens	CTCF-human	182415445	GRCh38
ENCFF507TFC	bam	alignments	ENCSR000BSK	ChIP-seq	Homo sapiens	JUND-human	1264468403	GRCh38
ENCFF019RWB	bam	alignments	ENCSR352BJL	ChIP-seq	Homo sapiens	ZNF318-human	2218229655	GRCh38
ENCFF687SRD	bam	alignments	ENCSR076KZW	ChIP-seq	Homo sapiens	ZNF280C-human	4166807868	GRCh38
ENCFF132JEX	bam	alignments	ENCSR606TNN	ChIP-seq	Homo sapiens	CTCF-human	3085690143	GRCh38
ENCFF600NPD	bam	alignments	ENCSR094WHO	ChIP-seq	Homo sapiens	FOXA1-human	5283441771	GRCh38
ENCFF856DBD	bam	alignments	ENCSR000DMA	ChIP-seq	Homo sapiens	CTCF-human	205322054	GRCh38
ENCFF487SUP	bam	alignments	ENCSR991ELG	ChIP-seq	Homo sapiens	SP1-human	2732703193	GRCh38
ENCFF908PSF	bam	alignments	ENCSR130PDE	ChIP-seq	Homo sapiens	NR4A1-human	4943284835	GRCh38
ENCFF909IAW	bam	alignments	ENCSR618QYE	ChIP-seq	Homo sapiens	CTCF-human	3931322199	GRCh38
ENCFF606HTE	bam	alignments	ENCSR028EGI	ChIP-seq	Homo sapiens	ZNF26-human	4920822240	GRCh38
ENCFF608DCE	bam	alignments	ENCSR000DOQ	ChIP-seq	Homo sapiens	STAT3-human	352068730	GRCh38
ENCFF922JWO	bam	alignments	ENCSR854MCV	ChIP-seq	Homo sapiens	IRF1-human	3231598909	GRCh38
ENCFF334WLO	bam	alignments	ENCSR098XMN	ChIP-seq	Homo sapiens	RXRA-human	1194271411	GRCh38
ENCFF563FZR	bam	alignments	ENCSR508DQA	ChIP-seq	Homo sapiens	FOXK2-human	3269628811	GRCh38
ENCFF713GDD	bam	alignments	ENCSR000BRX	ChIP-seq	Homo sapiens	CEBPB-human	662722934	GRCh38
ENCFF353ZVY	bam	alignments	ENCSR960MDF	ChIP-seq	Homo sapiens	CTCF-human	3586919387	GRCh38
ENCFF898OAG	bam	alignments	ENCSR424JOE	ChIP-seq	Homo sapiens	NR3C1-human	555665580	GRCh38
ENCFF963DAM	bam	alignments	ENCSR000EBZ	ChIP-seq	Homo sapiens	JUND-human	803109185	GRCh38
ENCFF229KVP	bam	alignments	ENCSR707BNG	ChIP-seq	Homo sapiens	MYNN-human	4035546152	GRCh38
ENCFF337GMY	bam	alignments	ENCSR494TDU	ChIP-seq	Homo sapiens	NRF1-human	3978117933	GRCh38
ENCFF622REF	bam	alignments	ENCSR274LVQ	ChIP-seq	Homo sapiens	ZNF776-human	7529338858	GRCh38
ENCFF809CJJ	bam	alignments	ENCSR000BII	ChIP-seq	Homo sapiens	POU2F2-human	630868193	GRCh38
ENCFF907EKW	bam	alignments	ENCSR692HSE	ChIP-seq	Homo sapiens	YY2-human	5439086585	GRCh38
ENCFF623PRW	bam	alignments	ENCSR000APM	ChIP-seq	Homo sapiens	CTCF-human	351293899	GRCh38
ENCFF015UIX	bam	alignments	ENCSR820GND	ChIP-seq	Homo sapiens	RNF2-human	3472577277	GRCh38
ENCFF339BJP	bam	alignments	ENCSR000EHK	ChIP-seq	Homo sapiens	STAT1-human	431688113	GRCh38
ENCFF575LRB	bam	alignments	ENCSR856JJB	ChIP-seq	Homo sapiens	CTCF-human	4521399020	GRCh38
ENCFF125UKU	bam	alignments	ENCSR194KWL	ChIP-seq	Homo sapiens	ZNF704-human	4467204297	GRCh38
ENCFF951XSM	bam	alignments	ENCSR196HOM	ChIP-seq	Homo sapiens	CTCF-human	4024272863	GRCh38
ENCFF430FMS	bam	alignments	ENCSR000DRJ	ChIP-seq	Homo sapiens	CTCF-human	250627813	GRCh38
ENCFF202XBB	bam	alignments	ENCSR066BZZ	ChIP-seq	Homo sapiens	CTCF-human	3828613904	GRCh38
ENCFF066FOE	bam	alignments	ENCSR389PWB	ChIP-seq	Homo sapiens	ZBTB5-human	4676140388	GRCh38
ENCFF933HFV	bam	alignments	ENCSR343ELW	ChIP-seq	Homo sapiens	LEF1-human	4920981163	GRCh38
ENCFF606OTI	bam	alignments	ENCSR000BIU	ChIP-seq	Homo sapiens	USF1-human	543595801	GRCh38
ENCFF646WTU	bam	alignments	ENCSR175FLL	ChIP-seq	Homo sapiens	CTCF-human	2421878080	GRCh38
ENCFF009XYU	bam	alignments	ENCSR141PZA	ChIP-seq	Homo sapiens	SP3-human	4605428207	GRCh38
ENCFF720GUI	bam	alignments	ENCSR000DVI	ChIP-seq	Homo sapiens	CTCF-human	542036942	GRCh38
ENCFF209RNM	bam	alignments	ENCSR656JZL	ChIP-seq	Homo sapiens	HHEX-human	888988940	GRCh38
ENCFF361WFA	bam	alignments	ENCSR363XBR	ChIP-seq	Homo sapiens	ZNF488-human	3820439646	GRCh38
ENCFF112DFJ	bam	alignments	ENCSR000EGC	ChIP-seq	Homo sapiens	RCOR1-human	945456611	GRCh38
ENCFF050VGU	bam	alignments	ENCSR000ECA	ChIP-seq	Homo sapiens	JUN-human	744060459	GRCh38
ENCFF202NKF	bam	alignments	ENCSR418MKG	ChIP-seq	Homo sapiens	ZNF692-human	5654840369	GRCh38
ENCFF091QWO	bam	alignments	ENCSR047BUZ	ChIP-seq	Homo sapiens	ATF2-human	4282527492	GRCh38
ENCFF185WUG	bam	alignments	ENCSR005LPI	ChIP-seq	Homo sapiens	CTCF-human	3753267575	GRCh38
ENCFF465CEB	bam	alignments	ENCSR835XKS	ChIP-seq	Homo sapiens	TRIM22-human	3685289463	GRCh38
ENCFF327AJH	bam	alignments	ENCSR385RUW	ChIP-seq	Homo sapiens	NR3C1-human	690565613	GRCh38
ENCFF347EJI	bam	alignments	ENCSR000BJJ	ChIP-seq	Homo sapiens	REST-human	508140908	GRCh38
ENCFF968WVT	bam	alignments	ENCSR000BJI	ChIP-seq	Homo sapiens	PAX5-human	334571120	GRCh38
ENCFF430DOC	bam	alignments	ENCSR000EIC	ChIP-seq	Homo sapiens	CTCF-human	555282710	GRCh38
ENCFF223DHM	bam	alignments	ENCSR000EBQ	ChIP-seq	Homo sapiens	BACH1-human	845913815	GRCh38
ENCFF530VNF	bam	alignments	ENCSR515LRI	ChIP-seq	Homo sapiens	CTCF-human	4943309999	GRCh38
ENCFF838GWC	bam	alignments	ENCSR138YYY	ChIP-seq	Homo sapiens	GABPB1-human	4437749369	GRCh38
ENCFF181HLP	bam	alignments	ENCSR516IVY	ChIP-seq	Homo sapiens	NR3C1-human	470868283	GRCh38
ENCFF695GTB	bam	alignments	ENCSR005NMT	ChIP-seq	Homo sapiens	ID3-human	5878034614	GRCh38
ENCFF833PBO	bam	alignments	ENCSR611WZO	ChIP-seq	Homo sapiens	SREBF2-human	6230480258	GRCh38
ENCFF314JRE	bam	alignments	ENCSR146BGM	ChIP-seq	Homo sapiens	CTCF-human	4571503923	GRCh38
ENCFF023IKP	bam	alignments	ENCSR469WII	ChIP-seq	Homo sapiens	BMI1-human	4106654466	GRCh38
ENCFF072JHV	bam	alignments	ENCSR702BYX	ChIP-seq	Homo sapiens	NFIB-human	4394718202	GRCh38
ENCFF667TEE	bam	alignments	ENCSR419ANE	ChIP-seq	Homo sapiens	CTCF-human	3761350446	GRCh38
ENCFF523VQN	bam	alignments	ENCSR562POI	ChIP-seq	Homo sapiens	THAP11-human	1270246654	GRCh38
ENCFF479OYS	bam	alignments	ENCSR601OGE	ChIP-seq	Homo sapiens	HNF4A-human	775048073	GRCh38
ENCFF475YAS	bam	alignments	ENCSR382MOM	ChIP-seq	Homo sapiens	YY1-human	1023738747	GRCh38
ENCFF613EZB	bam	alignments	ENCSR979FQP	ChIP-seq	Homo sapiens	GATAD2B-human	4199731468	GRCh38
ENCFF599RWY	bam	alignments	ENCSR437GBJ	ChIP-seq	Homo sapiens	NFATC3-human	2968560715	GRCh38
ENCFF364HTM	bam	alignments	ENCSR998NQG	ChIP-seq	Homo sapiens	CTCF-human	2994402378	GRCh38
