File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF666UIT	bam	alignments	ENCSR751PNN	ChIP-seq	Homo sapiens	ZNF112-human	4629952430	GRCh38
ENCFF851NRN	bam	alignments	ENCSR751PNN	ChIP-seq	Homo sapiens	ZNF112-human	4827290976	GRCh38
ENCFF602FGJ	bam	alignments	ENCSR632SIM	ChIP-seq	Homo sapiens	ZFHX2-human	5680891486	GRCh38
ENCFF871CIH	bam	alignments	ENCSR632SIM	ChIP-seq	Homo sapiens	ZFHX2-human	6012422075	GRCh38
ENCFF513UKV	bam	alignments	ENCSR370NFS	ChIP-seq	Homo sapiens	ZNF280A-human	2456554174	GRCh38
ENCFF054NSG	bam	alignments	ENCSR370NFS	ChIP-seq	Homo sapiens	ZNF280A-human	2522154208	GRCh38
ENCFF421SOC	bam	alignments	ENCSR876UYH	ChIP-seq	Homo sapiens	ZHX2-human	836210688	GRCh38
ENCFF527PGM	bam	alignments	ENCSR876UYH	ChIP-seq	Homo sapiens	ZHX2-human	1167154433	GRCh38
ENCFF550RLX	bam	alignments	ENCSR994YLZ	ChIP-seq	Homo sapiens	YY1-human	664892396	GRCh38
ENCFF686NVV	bam	alignments	ENCSR994YLZ	ChIP-seq	Homo sapiens	YY1-human	1199170132	GRCh38
ENCFF280TYK	bam	alignments	ENCSR000DYD	ChIP-seq	Homo sapiens	CTCF-human	821161925	GRCh38
ENCFF835YDD	bam	alignments	ENCSR000DYD	ChIP-seq	Homo sapiens	CTCF-human	810777192	GRCh38
ENCFF488QXW	bam	alignments	ENCSR875PEI	ChIP-seq	Homo sapiens	TRIM22-human	3970792660	GRCh38
ENCFF714ZDZ	bam	alignments	ENCSR875PEI	ChIP-seq	Homo sapiens	TRIM22-human	4577202873	GRCh38
ENCFF264FVO	bam	alignments	ENCSR721QZV	ChIP-seq	Homo sapiens	ZSCAN18-human	4842801995	GRCh38
ENCFF435APT	bam	alignments	ENCSR721QZV	ChIP-seq	Homo sapiens	ZSCAN18-human	4911754313	GRCh38
ENCFF857YYV	bam	alignments	ENCSR486IFJ	ChIP-seq	Homo sapiens	ESRRA-human	4592759306	GRCh38
ENCFF320WXN	bam	alignments	ENCSR486IFJ	ChIP-seq	Homo sapiens	ESRRA-human	3484102889	GRCh38
ENCFF058RXV	bam	alignments	ENCSR000BTF	ChIP-seq	Homo sapiens	REST-human	960102167	GRCh38
ENCFF372SGD	bam	alignments	ENCSR000BTF	ChIP-seq	Homo sapiens	REST-human	2007975392	GRCh38
ENCFF373DUA	bam	alignments	ENCSR028UIU	ChIP-seq	Homo sapiens	ATF3-human	4122423719	GRCh38
ENCFF382QTB	bam	alignments	ENCSR028UIU	ChIP-seq	Homo sapiens	ATF3-human	4036680207	GRCh38
ENCFF431LTO	bam	alignments	ENCSR163RYW	ChIP-seq	Homo sapiens	ZNF189-human	5174099343	GRCh38
ENCFF634VOX	bam	alignments	ENCSR163RYW	ChIP-seq	Homo sapiens	ZNF189-human	4700789757	GRCh38
ENCFF794ABP	bam	alignments	ENCSR000BKT	ChIP-seq	Homo sapiens	USF1-human	156295938	GRCh38
ENCFF587WWS	bam	alignments	ENCSR000BKT	ChIP-seq	Homo sapiens	USF1-human	390081753	GRCh38
ENCFF656BKZ	bam	alignments	ENCSR277DMR	ChIP-seq	Homo sapiens	ETV1-human	4551293399	GRCh38
ENCFF670SFK	bam	alignments	ENCSR277DMR	ChIP-seq	Homo sapiens	ETV1-human	2812631763	GRCh38
ENCFF775ONC	bam	alignments	ENCSR000DWQ	ChIP-seq	Homo sapiens	CTCF-human	638305951	GRCh38
ENCFF219PMT	bam	alignments	ENCSR000DWQ	ChIP-seq	Homo sapiens	CTCF-human	814050384	GRCh38
ENCFF532XHX	bam	alignments	ENCSR781EQJ	ChIP-seq	Homo sapiens	ZBTB48-human	4402869375	GRCh38
ENCFF112UNI	bam	alignments	ENCSR781EQJ	ChIP-seq	Homo sapiens	ZBTB48-human	5408231409	GRCh38
ENCFF589IXE	bam	alignments	ENCSR000EGI	ChIP-seq	Homo sapiens	MAFF-human	804073613	GRCh38
ENCFF097GYE	bam	alignments	ENCSR000EGI	ChIP-seq	Homo sapiens	MAFF-human	855390389	GRCh38
ENCFF122SAG	bam	alignments	ENCSR701RXW	ChIP-seq	Homo sapiens	ZNF530-human	3568835673	GRCh38
ENCFF478PNG	bam	alignments	ENCSR701RXW	ChIP-seq	Homo sapiens	ZNF530-human	3664554817	GRCh38
ENCFF065CIX	bam	alignments	ENCSR212YKD	ChIP-seq	Homo sapiens	SKIL-human	3961420523	GRCh38
ENCFF807RLO	bam	alignments	ENCSR212YKD	ChIP-seq	Homo sapiens	SKIL-human	2558569209	GRCh38
ENCFF346OGN	bam	alignments	ENCSR000DUS	ChIP-seq	Homo sapiens	CTCF-human	523293717	GRCh38
ENCFF559BCH	bam	alignments	ENCSR000DUS	ChIP-seq	Homo sapiens	CTCF-human	585185519	GRCh38
ENCFF952DYI	bam	alignments	ENCSR555DCF	ChIP-seq	Homo sapiens	ZNF512B-human	5441787149	GRCh38
ENCFF306BMN	bam	alignments	ENCSR555DCF	ChIP-seq	Homo sapiens	ZNF512B-human	5450953025	GRCh38
ENCFF626ZUD	bam	alignments	ENCSR560BUE	ChIP-seq	Homo sapiens	CTCF-human	587197890	GRCh38
ENCFF349CJZ	bam	alignments	ENCSR560BUE	ChIP-seq	Homo sapiens	CTCF-human	782429311	GRCh38
ENCFF940NMC	bam	alignments	ENCSR801BWR	ChIP-seq	Homo sapiens	ZNF155-human	4273228587	GRCh38
ENCFF884FVP	bam	alignments	ENCSR801BWR	ChIP-seq	Homo sapiens	ZNF155-human	4885539175	GRCh38
ENCFF477CYZ	bam	alignments	ENCSR502OEK	ChIP-seq	Homo sapiens	ELF1-human	3664233820	GRCh38
ENCFF784MTZ	bam	alignments	ENCSR502OEK	ChIP-seq	Homo sapiens	ELF1-human	3360905951	GRCh38
ENCFF719VXT	bam	alignments	ENCSR893QWP	ChIP-seq	Homo sapiens	REST-human	720623402	GRCh38
ENCFF281SWL	bam	alignments	ENCSR893QWP	ChIP-seq	Homo sapiens	REST-human	887326201	GRCh38
ENCFF639IFG	bam	alignments	ENCSR000DUB	ChIP-seq	Homo sapiens	CTCF-human	188746385	GRCh38
ENCFF691NNZ	bam	alignments	ENCSR000DUB	ChIP-seq	Homo sapiens	CTCF-human	366534910	GRCh38
ENCFF822ADN	bam	alignments	ENCSR764YDL	ChIP-seq	Homo sapiens	NR0B1-human	3438580804	GRCh38
ENCFF790KLE	bam	alignments	ENCSR764YDL	ChIP-seq	Homo sapiens	NR0B1-human	5001589684	GRCh38
ENCFF127DWU	bam	alignments	ENCSR860UHK	ChIP-seq	Homo sapiens	CBFB-human	768707575	GRCh38
ENCFF890TFD	bam	alignments	ENCSR860UHK	ChIP-seq	Homo sapiens	CBFB-human	1065261651	GRCh38
ENCFF993WWR	bam	alignments	ENCSR345YWJ	ChIP-seq	Homo sapiens	ZBTB33-human	885450985	GRCh38
ENCFF209PBB	bam	alignments	ENCSR345YWJ	ChIP-seq	Homo sapiens	ZBTB33-human	1245718059	GRCh38
ENCFF432NAV	bam	alignments	ENCSR065XVO	ChIP-seq	Homo sapiens	CHAMP1-human	4114281266	GRCh38
ENCFF824HGA	bam	alignments	ENCSR065XVO	ChIP-seq	Homo sapiens	CHAMP1-human	5369833028	GRCh38
ENCFF939EOP	bam	alignments	ENCSR015TKV	ChIP-seq	Homo sapiens	BCLAF1-human	4626378835	GRCh38
ENCFF207SAV	bam	alignments	ENCSR015TKV	ChIP-seq	Homo sapiens	BCLAF1-human	4521449078	GRCh38
ENCFF431LJM	bam	alignments	ENCSR022WVP	ChIP-seq	Homo sapiens	JUN-human	957488384	GRCh38
ENCFF867LTW	bam	alignments	ENCSR022WVP	ChIP-seq	Homo sapiens	JUN-human	858351634	GRCh38
ENCFF783BSN	bam	alignments	ENCSR022WVP	ChIP-seq	Homo sapiens	JUN-human	770328729	GRCh38
ENCFF478PVM	bam	alignments	ENCSR000BJY	ChIP-seq	Homo sapiens	ATF3-human	142218765	GRCh38
ENCFF039PAG	bam	alignments	ENCSR000BJY	ChIP-seq	Homo sapiens	ATF3-human	530383667	GRCh38
ENCFF408WDT	bam	alignments	ENCSR000EGU	ChIP-seq	Homo sapiens	IRF1-human	245631124	GRCh38
ENCFF424IRC	bam	alignments	ENCSR000EGU	ChIP-seq	Homo sapiens	IRF1-human	519320804	GRCh38
ENCFF195YOT	bam	alignments	ENCSR485VQV	ChIP-seq	Homo sapiens	CTCF-human	2224495830	GRCh38
ENCFF576RFC	bam	alignments	ENCSR778UBR	ChIP-seq	Homo sapiens	ARID3A-human	2277576438	GRCh38
ENCFF079ZYM	bam	alignments	ENCSR778UBR	ChIP-seq	Homo sapiens	ARID3A-human	2337123030	GRCh38
ENCFF005SGG	bam	alignments	ENCSR110UPH	ChIP-seq	Homo sapiens	JUN-human	693316084	GRCh38
ENCFF895RDB	bam	alignments	ENCSR110UPH	ChIP-seq	Homo sapiens	JUN-human	892801268	GRCh38
ENCFF307WGO	bam	alignments	ENCSR110UPH	ChIP-seq	Homo sapiens	JUN-human	926370463	GRCh38
ENCFF472ZYB	bam	alignments	ENCSR044IFH	ChIP-seq	Homo sapiens	EP300-human	657632147	GRCh38
ENCFF420YNW	bam	alignments	ENCSR044IFH	ChIP-seq	Homo sapiens	EP300-human	994800350	GRCh38
ENCFF808SIC	bam	alignments	ENCSR044IFH	ChIP-seq	Homo sapiens	EP300-human	962854263	GRCh38
ENCFF140JDN	bam	alignments	ENCSR949IWY	ChIP-seq	Homo sapiens	PAX8-human	4562269610	GRCh38
ENCFF591YZP	bam	alignments	ENCSR949IWY	ChIP-seq	Homo sapiens	PAX8-human	5258393822	GRCh38
ENCFF542XCL	bam	alignments	ENCSR177VFS	ChIP-seq	Homo sapiens	MEF2B-human	3564823673	GRCh38
ENCFF549AQZ	bam	alignments	ENCSR177VFS	ChIP-seq	Homo sapiens	MEF2B-human	6689524769	GRCh38
ENCFF548GPB	bam	alignments	ENCSR102CSD	ChIP-seq	Homo sapiens	CTCF-human	3911872816	GRCh38
ENCFF154YTN	bam	alignments	ENCSR000BRQ	ChIP-seq	Homo sapiens	CEBPB-human	220620394	GRCh38
ENCFF314OQP	bam	alignments	ENCSR000BRQ	ChIP-seq	Homo sapiens	CEBPB-human	1108796762	GRCh38
ENCFF504ARY	bam	alignments	ENCSR762DQP	ChIP-seq	Homo sapiens	ZNF658-human	3971630337	GRCh38
ENCFF080PMW	bam	alignments	ENCSR762DQP	ChIP-seq	Homo sapiens	ZNF658-human	5357071434	GRCh38
ENCFF275OTT	bam	alignments	ENCSR000ANS	ChIP-seq	Homo sapiens	CTCF-human	250937663	GRCh38
ENCFF408DZP	bam	alignments	ENCSR000ANS	ChIP-seq	Homo sapiens	CTCF-human	674152043	GRCh38
ENCFF746MSJ	bam	alignments	ENCSR788VKG	ChIP-seq	Homo sapiens	EP300-human	939391529	GRCh38
ENCFF529XYI	bam	alignments	ENCSR788VKG	ChIP-seq	Homo sapiens	EP300-human	932262419	GRCh38
ENCFF615XOK	bam	alignments	ENCSR788VKG	ChIP-seq	Homo sapiens	EP300-human	685064685	GRCh38
ENCFF902JQQ	bam	alignments	ENCSR000DYV	ChIP-seq	Homo sapiens	MAFK-human	854486716	GRCh38
ENCFF528OSH	bam	alignments	ENCSR000DYV	ChIP-seq	Homo sapiens	MAFK-human	814099956	GRCh38
ENCFF363SJZ	bam	alignments	ENCSR000DYV	ChIP-seq	Homo sapiens	MAFK-human	691766560	GRCh38
ENCFF116MDP	bam	alignments	ENCSR000DYV	ChIP-seq	Homo sapiens	MAFK-human	662602065	GRCh38
ENCFF668EHX	bam	alignments	ENCSR355HLV	ChIP-seq	Homo sapiens	NR3C1-human	872187826	GRCh38
ENCFF496BTD	bam	alignments	ENCSR355HLV	ChIP-seq	Homo sapiens	NR3C1-human	882153527	GRCh38
ENCFF681JBZ	bam	alignments	ENCSR355HLV	ChIP-seq	Homo sapiens	NR3C1-human	728752866	GRCh38
ENCFF305JRI	bam	alignments	ENCSR000BLF	ChIP-seq	Homo sapiens	HNF4A-human	193598114	GRCh38
ENCFF578NKF	bam	alignments	ENCSR000BLF	ChIP-seq	Homo sapiens	HNF4A-human	238609627	GRCh38
ENCFF943YXO	bam	alignments	ENCSR080XEY	ChIP-seq	Homo sapiens	FOXA2-human	708919716	GRCh38
ENCFF648XID	bam	alignments	ENCSR080XEY	ChIP-seq	Homo sapiens	FOXA2-human	593224117	GRCh38
ENCFF476CCE	bam	alignments	ENCSR029IBC	ChIP-seq	Homo sapiens	ARNT-human	5269255355	GRCh38
ENCFF949KJV	bam	alignments	ENCSR029IBC	ChIP-seq	Homo sapiens	ARNT-human	6634078591	GRCh38
ENCFF757SKM	bam	alignments	ENCSR000BKN	ChIP-seq	Homo sapiens	ESR1-human	517771319	GRCh38
ENCFF422VSE	bam	alignments	ENCSR000BKN	ChIP-seq	Homo sapiens	ESR1-human	547877398	GRCh38
ENCFF892HUN	bam	alignments	ENCSR011XCI	ChIP-seq	Homo sapiens	ZNF585B-human	5837314108	GRCh38
ENCFF193RNU	bam	alignments	ENCSR011XCI	ChIP-seq	Homo sapiens	ZNF585B-human	5654014240	GRCh38
ENCFF890FEL	bam	alignments	ENCSR171FUX	ChIP-seq	Homo sapiens	FOXK2-human	5349778206	GRCh38
ENCFF463YKI	bam	alignments	ENCSR171FUX	ChIP-seq	Homo sapiens	FOXK2-human	6228401364	GRCh38
ENCFF140ZMN	bam	alignments	ENCSR000EFP	ChIP-seq	Homo sapiens	ZNF384-human	676829144	GRCh38
ENCFF171VBC	bam	alignments	ENCSR000EFP	ChIP-seq	Homo sapiens	ZNF384-human	637309879	GRCh38
ENCFF028BVH	bam	alignments	ENCSR715QNO	ChIP-seq	Homo sapiens	ZNF362-human	4696777914	GRCh38
ENCFF690XBP	bam	alignments	ENCSR715QNO	ChIP-seq	Homo sapiens	ZNF362-human	5456741657	GRCh38
ENCFF259XPA	bam	alignments	ENCSR211LTF	ChIP-seq	Homo sapiens	EGR1-human	3501347226	GRCh38
ENCFF153QLL	bam	alignments	ENCSR211LTF	ChIP-seq	Homo sapiens	EGR1-human	3539626268	GRCh38
ENCFF523FGX	bam	alignments	ENCSR085IXF	ChIP-seq	Homo sapiens	SP1-human	856515060	GRCh38
ENCFF503TSN	bam	alignments	ENCSR085IXF	ChIP-seq	Homo sapiens	SP1-human	1384543801	GRCh38
ENCFF660NOK	bam	alignments	ENCSR000BLZ	ChIP-seq	Homo sapiens	YY1-human	713466645	GRCh38
ENCFF382TBW	bam	alignments	ENCSR000BLZ	ChIP-seq	Homo sapiens	YY1-human	1029173377	GRCh38
ENCFF058OZQ	bam	alignments	ENCSR445QRF	ChIP-seq	Homo sapiens	HNF4A-human	841836651	GRCh38
ENCFF658AIS	bam	alignments	ENCSR445QRF	ChIP-seq	Homo sapiens	HNF4A-human	1101997075	GRCh38
ENCFF889PAN	bam	alignments	ENCSR240XWM	ChIP-seq	Homo sapiens	LEF1-human	7024856381	GRCh38
ENCFF457VMK	bam	alignments	ENCSR240XWM	ChIP-seq	Homo sapiens	LEF1-human	3707502409	GRCh38
ENCFF791EPM	bam	alignments	ENCSR000BGR	ChIP-seq	Homo sapiens	PBX3-human	565801917	GRCh38
ENCFF845MYC	bam	alignments	ENCSR000BGR	ChIP-seq	Homo sapiens	PBX3-human	668203511	GRCh38
ENCFF746REA	bam	alignments	ENCSR483VJQ	ChIP-seq	Homo sapiens	ZNF662-human	4103187236	GRCh38
ENCFF540WIL	bam	alignments	ENCSR483VJQ	ChIP-seq	Homo sapiens	ZNF662-human	5071417688	GRCh38
ENCFF591ADX	bam	alignments	ENCSR162IEM	ChIP-seq	Homo sapiens	MYBL2-human	2200964526	GRCh38
ENCFF298ZEH	bam	alignments	ENCSR162IEM	ChIP-seq	Homo sapiens	MYBL2-human	8472199953	GRCh38
ENCFF142BBF	bam	alignments	ENCSR462FWS	ChIP-seq	Homo sapiens	ZNF101-human	3769926180	GRCh38
ENCFF821UAT	bam	alignments	ENCSR462FWS	ChIP-seq	Homo sapiens	ZNF101-human	3138884182	GRCh38
ENCFF340MAJ	bam	alignments	ENCSR337NQP	ChIP-seq	Homo sapiens	ESRRA-human	3959565029	GRCh38
ENCFF915PJM	bam	alignments	ENCSR337NQP	ChIP-seq	Homo sapiens	ESRRA-human	3988082806	GRCh38
ENCFF552ZFG	bam	alignments	ENCSR173AIR	ChIP-seq	Homo sapiens	CTCF-human	8571508129	GRCh38
ENCFF061SRP	bam	alignments	ENCSR000DNI	ChIP-seq	Homo sapiens	CTCF-human	673879639	GRCh38
ENCFF059JNI	bam	alignments	ENCSR000DNI	ChIP-seq	Homo sapiens	CTCF-human	495722923	GRCh38
ENCFF217HIN	bam	alignments	ENCSR386YIH	ChIP-seq	Homo sapiens	SP1-human	1397621549	GRCh38
ENCFF073FBT	bam	alignments	ENCSR386YIH	ChIP-seq	Homo sapiens	SP1-human	1640610586	GRCh38
ENCFF872UEY	bam	alignments	ENCSR350ORK	ChIP-seq	Homo sapiens	GABPA-human	1240977271	GRCh38
ENCFF965BTP	bam	alignments	ENCSR350ORK	ChIP-seq	Homo sapiens	GABPA-human	1018502603	GRCh38
ENCFF434TKE	bam	alignments	ENCSR441UBA	ChIP-seq	Homo sapiens	RBAK-human	4466591689	GRCh38
ENCFF658VID	bam	alignments	ENCSR441UBA	ChIP-seq	Homo sapiens	RBAK-human	5346384127	GRCh38
ENCFF568RDF	bam	alignments	ENCSR000BRS	ChIP-seq	Homo sapiens	NR2F2-human	737582256	GRCh38
ENCFF665EXC	bam	alignments	ENCSR000BRS	ChIP-seq	Homo sapiens	NR2F2-human	1344635885	GRCh38
ENCFF893PGF	bam	alignments	ENCSR207PFI	ChIP-seq	Homo sapiens	ZBED1-human	899220998	GRCh38
ENCFF641VCR	bam	alignments	ENCSR207PFI	ChIP-seq	Homo sapiens	ZBED1-human	1535357296	GRCh38
ENCFF520WLC	bam	alignments	ENCSR283MWQ	ChIP-seq	Homo sapiens	ZNF133-human	4077411891	GRCh38
ENCFF472VIX	bam	alignments	ENCSR283MWQ	ChIP-seq	Homo sapiens	ZNF133-human	4856186340	GRCh38
ENCFF450GSC	bam	alignments	ENCSR000BGB	ChIP-seq	Homo sapiens	FOXP2-human	136699981	GRCh38
ENCFF034ZGA	bam	alignments	ENCSR000BGB	ChIP-seq	Homo sapiens	FOXP2-human	285553914	GRCh38
ENCFF125HKY	bam	alignments	ENCSR000BJB	ChIP-seq	Homo sapiens	USF1-human	391623578	GRCh38
ENCFF968GUI	bam	alignments	ENCSR000BJB	ChIP-seq	Homo sapiens	USF1-human	548565387	GRCh38
ENCFF479EPN	bam	alignments	ENCSR461ZJT	ChIP-seq	Homo sapiens	ZNF501-human	4899233644	GRCh38
ENCFF875UDE	bam	alignments	ENCSR461ZJT	ChIP-seq	Homo sapiens	ZNF501-human	5878915430	GRCh38
ENCFF981WGR	bam	alignments	ENCSR174FJD	ChIP-seq	Homo sapiens	EP300-human	757046374	GRCh38
ENCFF016PXY	bam	alignments	ENCSR174FJD	ChIP-seq	Homo sapiens	EP300-human	776190100	GRCh38
ENCFF577JSV	bam	alignments	ENCSR174FJD	ChIP-seq	Homo sapiens	EP300-human	769049787	GRCh38
ENCFF946HGR	bam	alignments	ENCSR338DGO	ChIP-seq	Homo sapiens	SCRT2-human	5165428381	GRCh38
ENCFF667QVL	bam	alignments	ENCSR338DGO	ChIP-seq	Homo sapiens	SCRT2-human	6766826457	GRCh38
ENCFF499VEN	bam	alignments	ENCSR521IID	ChIP-seq	Homo sapiens	MAX-human	1443819584	GRCh38
ENCFF376QOH	bam	alignments	ENCSR521IID	ChIP-seq	Homo sapiens	MAX-human	2218040920	GRCh38
ENCFF926MXY	bam	alignments	ENCSR908AOO	ChIP-seq	Homo sapiens	NR3C1-human	750337584	GRCh38
ENCFF866NNJ	bam	alignments	ENCSR908AOO	ChIP-seq	Homo sapiens	NR3C1-human	1113043529	GRCh38
ENCFF733DBG	bam	alignments	ENCSR908AOO	ChIP-seq	Homo sapiens	NR3C1-human	874476978	GRCh38
ENCFF068ETE	bam	alignments	ENCSR000DLB	ChIP-seq	Homo sapiens	CTCF-human	465466126	GRCh38
ENCFF418UZJ	bam	alignments	ENCSR000DLB	ChIP-seq	Homo sapiens	CTCF-human	893846680	GRCh38
ENCFF763DOU	bam	alignments	ENCSR389BLX	ChIP-seq	Homo sapiens	GATAD2B-human	4518501259	GRCh38
ENCFF003ETE	bam	alignments	ENCSR389BLX	ChIP-seq	Homo sapiens	GATAD2B-human	5521331462	GRCh38
ENCFF282GMA	bam	alignments	ENCSR514VYD	ChIP-seq	Homo sapiens	NR2F1-human	3098965398	GRCh38
ENCFF320FKI	bam	alignments	ENCSR514VYD	ChIP-seq	Homo sapiens	NR2F1-human	3911940769	GRCh38
ENCFF991OZB	bam	alignments	ENCSR402JAC	ChIP-seq	Homo sapiens	ZNF574-human	4139974324	GRCh38
ENCFF933BBF	bam	alignments	ENCSR402JAC	ChIP-seq	Homo sapiens	ZNF574-human	5854062140	GRCh38
ENCFF246CLD	bam	alignments	ENCSR171CAY	ChIP-seq	Homo sapiens	E2F7-human	3215226032	GRCh38
ENCFF104VVO	bam	alignments	ENCSR171CAY	ChIP-seq	Homo sapiens	E2F7-human	3797103587	GRCh38
ENCFF333LDV	bam	alignments	ENCSR000BHU	ChIP-seq	Homo sapiens	RXRA-human	509766898	GRCh38
ENCFF199GHD	bam	alignments	ENCSR000BHU	ChIP-seq	Homo sapiens	RXRA-human	1036280843	GRCh38
ENCFF168LHY	bam	alignments	ENCSR000ALJ	ChIP-seq	Homo sapiens	CTCF-human	135296786	GRCh38
ENCFF145LCR	bam	alignments	ENCSR000ALJ	ChIP-seq	Homo sapiens	CTCF-human	90225610	GRCh38
ENCFF775IQB	bam	alignments	ENCSR000ALJ	ChIP-seq	Homo sapiens	CTCF-human	237420183	GRCh38
ENCFF125XMV	bam	alignments	ENCSR822AHX	ChIP-seq	Homo sapiens	IKZF2-human	4625664645	GRCh38
ENCFF673WGB	bam	alignments	ENCSR822AHX	ChIP-seq	Homo sapiens	IKZF2-human	10141771274	GRCh38
ENCFF866YKI	bam	alignments	ENCSR168SMX	ChIP-seq	Homo sapiens	NR2F2-human	1256771969	GRCh38
ENCFF263YXM	bam	alignments	ENCSR168SMX	ChIP-seq	Homo sapiens	NR2F2-human	1418118129	GRCh38
ENCFF291HCN	bam	alignments	ENCSR000DNC	ChIP-seq	Homo sapiens	CTCF-human	336124221	GRCh38
ENCFF118APQ	bam	alignments	ENCSR000DNC	ChIP-seq	Homo sapiens	CTCF-human	384416668	GRCh38
ENCFF018ITN	bam	alignments	ENCSR041XML	ChIP-seq	Homo sapiens	SRF-human	3922535427	GRCh38
ENCFF560TMS	bam	alignments	ENCSR041XML	ChIP-seq	Homo sapiens	SRF-human	4876341558	GRCh38
ENCFF924UDG	bam	alignments	ENCSR906OMM	ChIP-seq	Homo sapiens	EP300-human	4526897341	GRCh38
ENCFF521KDX	bam	alignments	ENCSR000BGK	ChIP-seq	Homo sapiens	JUND-human	535567390	GRCh38
ENCFF318WWT	bam	alignments	ENCSR000BGK	ChIP-seq	Homo sapiens	JUND-human	970203983	GRCh38
ENCFF659TYR	bam	alignments	ENCSR253CKN	ChIP-seq	Homo sapiens	ZSCAN21-human	6313259800	GRCh38
ENCFF745TSL	bam	alignments	ENCSR253CKN	ChIP-seq	Homo sapiens	ZSCAN21-human	8422512969	GRCh38
ENCFF397ADX	bam	alignments	ENCSR828PZH	ChIP-seq	Homo sapiens	EP300-human	2656614389	GRCh38
ENCFF103RBU	bam	alignments	ENCSR000EFX	ChIP-seq	Homo sapiens	MAZ-human	794374371	GRCh38
ENCFF966GGG	bam	alignments	ENCSR000EFX	ChIP-seq	Homo sapiens	MAZ-human	871983200	GRCh38
ENCFF756SZR	bam	alignments	ENCSR000EUK	ChIP-seq	Homo sapiens	ZNF274-human	3165648	GRCh38
ENCFF785BKE	bam	alignments	ENCSR000EUK	ChIP-seq	Homo sapiens	ZNF274-human	245213163	GRCh38
ENCFF151ECV	bam	alignments	ENCSR966ULI	ChIP-seq	Homo sapiens	PATZ1-human	4948725912	GRCh38
ENCFF259ZGN	bam	alignments	ENCSR966ULI	ChIP-seq	Homo sapiens	PATZ1-human	4859696885	GRCh38
ENCFF536POL	bam	alignments	ENCSR946MNG	ChIP-seq	Homo sapiens	CTCF-human	2703345368	GRCh38
ENCFF280SUM	bam	alignments	ENCSR000DNN	ChIP-seq	Homo sapiens	NFYA-human	370799104	GRCh38
ENCFF595NGV	bam	alignments	ENCSR000DNN	ChIP-seq	Homo sapiens	NFYA-human	391867513	GRCh38
ENCFF486CNU	bam	alignments	ENCSR753RME	ChIP-seq	Homo sapiens	CTCF-human	2234768710	GRCh38
ENCFF618UUW	bam	alignments	ENCSR871KYB	ChIP-seq	Homo sapiens	REST-human	914702306	GRCh38
ENCFF870YQK	bam	alignments	ENCSR680UQE	ChIP-seq	Homo sapiens	IKZF2-human	3492365386	GRCh38
ENCFF338NXC	bam	alignments	ENCSR680UQE	ChIP-seq	Homo sapiens	IKZF2-human	4969036124	GRCh38
ENCFF594GDM	bam	alignments	ENCSR000EEI	ChIP-seq	Homo sapiens	JUND-human	597403198	GRCh38
ENCFF416LMF	bam	alignments	ENCSR000EEI	ChIP-seq	Homo sapiens	JUND-human	749066739	GRCh38
ENCFF885KSI	bam	alignments	ENCSR000DZM	ChIP-seq	Homo sapiens	STAT1-human	526968323	GRCh38
ENCFF111ILW	bam	alignments	ENCSR000DZM	ChIP-seq	Homo sapiens	STAT1-human	609474563	GRCh38
ENCFF488NSO	bam	alignments	ENCSR000BMU	ChIP-seq	Homo sapiens	POU5F1-human	357129792	GRCh38
ENCFF777DLI	bam	alignments	ENCSR000BMU	ChIP-seq	Homo sapiens	POU5F1-human	632910729	GRCh38
ENCFF570KCI	bam	alignments	ENCSR699BEK	ChIP-seq	Homo sapiens	CTCF-human	2734710814	GRCh38
ENCFF906VNO	bam	alignments	ENCSR290QBB	ChIP-seq	Homo sapiens	EP300-human	2598075351	GRCh38
ENCFF094RVF	bam	alignments	ENCSR192AFN	ChIP-seq	Homo sapiens	PAX8-human	3560103909	GRCh38
ENCFF946NSO	bam	alignments	ENCSR192AFN	ChIP-seq	Homo sapiens	PAX8-human	4363090811	GRCh38
ENCFF263DIR	bam	alignments	ENCSR004PLU	ChIP-seq	Homo sapiens	ZBTB10-human	5232136801	GRCh38
ENCFF850CXR	bam	alignments	ENCSR004PLU	ChIP-seq	Homo sapiens	ZBTB10-human	5299495577	GRCh38
ENCFF605ZNL	bam	alignments	ENCSR832OGB	ChIP-seq	Homo sapiens	LEF1-human	3957569881	GRCh38
ENCFF347QZM	bam	alignments	ENCSR832OGB	ChIP-seq	Homo sapiens	LEF1-human	4764930964	GRCh38
ENCFF489UTO	bam	alignments	ENCSR569SZK	ChIP-seq	Homo sapiens	EP300-human	2996792182	GRCh38
ENCFF664CZI	bam	alignments	ENCSR066GBX	ChIP-seq	Homo sapiens	CTCF-human	2500717262	GRCh38
ENCFF454DSR	bam	alignments	ENCSR669NFS	ChIP-seq	Homo sapiens	ARNT-human	3278375464	GRCh38
ENCFF509BKM	bam	alignments	ENCSR669NFS	ChIP-seq	Homo sapiens	ARNT-human	3491161037	GRCh38
ENCFF566PQG	bam	alignments	ENCSR664AOA	ChIP-seq	Homo sapiens	TRIM25-human	3611494146	GRCh38
ENCFF126OVV	bam	alignments	ENCSR664AOA	ChIP-seq	Homo sapiens	TRIM25-human	4269277613	GRCh38
